timestamp,user_id,session_id,event_type,key_category,key_dwell_ms,mouse_x,mouse_y,mouse_event,scroll_dx,scroll_dy,idle_seconds
2026-02-10T22:47:44.564,user_01,d6729064,MOUSE_MOVE,,,1049,363,MOVE,,,
2026-02-10T22:47:44.571,user_01,d6729064,MOUSE_MOVE,,,1098,344,MOVE,,,
2026-02-10T22:47:44.578,user_01,d6729064,MOUSE_MOVE,,,1148,324,MOVE,,,
2026-02-10T22:47:44.585,user_01,d6729064,MOUSE_MOVE,,,1205,300,MOVE,,,
2026-02-10T22:47:44.591,user_01,d6729064,MOUSE_MOVE,,,1258,283,MOVE,,,
2026-02-10T22:47:44.598,user_01,d6729064,MOUSE_MOVE,,,1317,267,MOVE,,,
2026-02-10T22:47:44.605,user_01,d6729064,MOUSE_MOVE,,,1365,258,MOVE,,,
2026-02-10T22:47:44.612,user_01,d6729064,MOUSE_MOVE,,,1421,240,MOVE,,,
2026-02-10T22:47:44.618,user_01,d6729064,MOUSE_MOVE,,,1469,228,MOVE,,,
2026-02-10T22:47:44.625,user_01,d6729064,MOUSE_MOVE,,,1517,216,MOVE,,,
2026-02-10T22:47:44.632,user_01,d6729064,MOUSE_MOVE,,,1559,202,MOVE,,,
2026-02-10T22:47:44.639,user_01,d6729064,MOUSE_MOVE,,,1599,193,MOVE,,,
2026-02-10T22:47:44.646,user_01,d6729064,MOUSE_MOVE,,,1628,187,MOVE,,,
2026-02-10T22:47:44.653,user_01,d6729064,MOUSE_MOVE,,,1654,180,MOVE,,,
2026-02-10T22:47:44.660,user_01,d6729064,MOUSE_MOVE,,,1677,175,MOVE,,,
2026-02-10T22:47:44.666,user_01,d6729064,MOUSE_MOVE,,,1691,172,MOVE,,,
2026-02-10T22:47:44.673,user_01,d6729064,MOUSE_MOVE,,,1705,169,MOVE,,,
2026-02-10T22:47:44.680,user_01,d6729064,MOUSE_MOVE,,,1714,165,MOVE,,,
2026-02-10T22:47:44.687,user_01,d6729064,MOUSE_MOVE,,,1720,163,MOVE,,,
2026-02-10T22:47:44.693,user_01,d6729064,MOUSE_MOVE,,,1722,161,MOVE,,,
2026-02-10T22:47:44.701,user_01,d6729064,MOUSE_MOVE,,,1724,159,MOVE,,,
2026-02-10T22:47:44.708,user_01,d6729064,MOUSE_MOVE,,,1724,159,MOVE,,,
2026-02-10T22:47:44.927,user_01,d6729064,MOUSE_MOVE,,,1734,151,MOVE,,,
2026-02-10T22:47:44.935,user_01,d6729064,MOUSE_MOVE,,,1746,142,MOVE,,,
2026-02-10T22:47:44.941,user_01,d6729064,MOUSE_MOVE,,,1758,135,MOVE,,,
2026-02-10T22:47:44.948,user_01,d6729064,MOUSE_MOVE,,,1766,128,MOVE,,,
2026-02-10T22:47:44.955,user_01,d6729064,MOUSE_MOVE,,,1773,123,MOVE,,,
2026-02-10T22:47:44.962,user_01,d6729064,MOUSE_MOVE,,,1781,117,MOVE,,,
2026-02-10T22:47:44.968,user_01,d6729064,MOUSE_MOVE,,,1784,115,MOVE,,,
2026-02-10T22:47:44.975,user_01,d6729064,MOUSE_MOVE,,,1788,113,MOVE,,,
2026-02-10T22:47:44.982,user_01,d6729064,MOUSE_MOVE,,,1790,111,MOVE,,,
2026-02-10T22:47:44.989,user_01,d6729064,MOUSE_MOVE,,,1792,108,MOVE,,,
2026-02-10T22:47:44.996,user_01,d6729064,MOUSE_MOVE,,,1793,107,MOVE,,,
2026-02-10T22:47:45.003,user_01,d6729064,MOUSE_MOVE,,,1794,106,MOVE,,,
2026-02-10T22:47:45.009,user_01,d6729064,MOUSE_MOVE,,,1795,106,MOVE,,,
2026-02-10T22:47:45.016,user_01,d6729064,MOUSE_MOVE,,,1796,106,MOVE,,,
2026-02-10T22:47:45.023,user_01,d6729064,MOUSE_MOVE,,,1796,105,MOVE,,,
2026-02-10T22:47:45.057,user_01,d6729064,MOUSE_MOVE,,,1796,104,MOVE,,,
2026-02-10T22:47:45.064,user_01,d6729064,MOUSE_MOVE,,,1796,104,MOVE,,,
2026-02-10T22:47:45.071,user_01,d6729064,MOUSE_MOVE,,,1796,103,MOVE,,,
2026-02-10T22:47:45.078,user_01,d6729064,MOUSE_MOVE,,,1795,102,MOVE,,,
2026-02-10T22:47:45.085,user_01,d6729064,MOUSE_MOVE,,,1795,102,MOVE,,,
2026-02-10T22:47:45.092,user_01,d6729064,MOUSE_MOVE,,,1794,102,MOVE,,,
2026-02-10T22:47:45.106,user_01,d6729064,MOUSE_MOVE,,,1794,101,MOVE,,,
2026-02-10T22:47:45.113,user_01,d6729064,MOUSE_MOVE,,,1793,101,MOVE,,,
2026-02-10T22:47:45.126,user_01,d6729064,MOUSE_MOVE,,,1793,101,MOVE,,,
2026-02-10T22:47:45.134,user_01,d6729064,MOUSE_MOVE,,,1792,101,MOVE,,,
2026-02-10T22:47:45.140,user_01,d6729064,MOUSE_MOVE,,,1791,101,MOVE,,,
2026-02-10T22:47:45.147,user_01,d6729064,MOUSE_MOVE,,,1789,101,MOVE,,,
2026-02-10T22:47:45.154,user_01,d6729064,MOUSE_MOVE,,,1786,103,MOVE,,,
2026-02-10T22:47:45.161,user_01,d6729064,MOUSE_MOVE,,,1783,105,MOVE,,,
2026-02-10T22:47:45.168,user_01,d6729064,MOUSE_MOVE,,,1777,109,MOVE,,,
2026-02-10T22:47:45.174,user_01,d6729064,MOUSE_MOVE,,,1772,114,MOVE,,,
2026-02-10T22:47:45.180,user_01,d6729064,MOUSE_MOVE,,,1769,119,MOVE,,,
2026-02-10T22:47:45.188,user_01,d6729064,MOUSE_MOVE,,,1765,122,MOVE,,,
2026-02-10T22:47:45.195,user_01,d6729064,MOUSE_MOVE,,,1762,124,MOVE,,,
2026-02-10T22:47:45.201,user_01,d6729064,MOUSE_MOVE,,,1760,126,MOVE,,,
2026-02-10T22:47:45.209,user_01,d6729064,MOUSE_MOVE,,,1760,127,MOVE,,,
2026-02-10T22:47:45.215,user_01,d6729064,MOUSE_MOVE,,,1759,128,MOVE,,,
2026-02-10T22:47:45.222,user_01,d6729064,MOUSE_MOVE,,,1757,128,MOVE,,,
2026-02-10T22:47:45.236,user_01,d6729064,MOUSE_MOVE,,,1757,128,MOVE,,,
2026-02-10T22:47:45.243,user_01,d6729064,MOUSE_MOVE,,,1757,127,MOVE,,,
2026-02-10T22:47:45.250,user_01,d6729064,MOUSE_MOVE,,,1758,125,MOVE,,,
2026-02-10T22:47:45.256,user_01,d6729064,MOUSE_MOVE,,,1760,122,MOVE,,,
2026-02-10T22:47:45.263,user_01,d6729064,MOUSE_MOVE,,,1763,117,MOVE,,,
2026-02-10T22:47:45.270,user_01,d6729064,MOUSE_MOVE,,,1769,110,MOVE,,,
2026-02-10T22:47:45.277,user_01,d6729064,MOUSE_MOVE,,,1772,106,MOVE,,,
2026-02-10T22:47:45.284,user_01,d6729064,MOUSE_MOVE,,,1778,96,MOVE,,,
2026-02-10T22:47:45.290,user_01,d6729064,MOUSE_MOVE,,,1787,85,MOVE,,,
2026-02-10T22:47:45.298,user_01,d6729064,MOUSE_MOVE,,,1796,74,MOVE,,,
2026-02-10T22:47:45.304,user_01,d6729064,MOUSE_MOVE,,,1803,65,MOVE,,,
2026-02-10T22:47:45.311,user_01,d6729064,MOUSE_MOVE,,,1808,57,MOVE,,,
2026-02-10T22:47:45.318,user_01,d6729064,MOUSE_MOVE,,,1815,47,MOVE,,,
2026-02-10T22:47:45.325,user_01,d6729064,MOUSE_MOVE,,,1820,42,MOVE,,,
2026-02-10T22:47:45.332,user_01,d6729064,MOUSE_MOVE,,,1824,37,MOVE,,,
2026-02-10T22:47:45.338,user_01,d6729064,MOUSE_MOVE,,,1826,34,MOVE,,,
2026-02-10T22:47:45.346,user_01,d6729064,MOUSE_MOVE,,,1828,32,MOVE,,,
2026-02-10T22:47:45.352,user_01,d6729064,MOUSE_MOVE,,,1829,29,MOVE,,,
2026-02-10T22:47:45.359,user_01,d6729064,MOUSE_MOVE,,,1830,27,MOVE,,,
2026-02-10T22:47:45.365,user_01,d6729064,MOUSE_MOVE,,,1831,27,MOVE,,,
2026-02-10T22:47:45.373,user_01,d6729064,MOUSE_MOVE,,,1831,26,MOVE,,,
2026-02-10T22:47:45.379,user_01,d6729064,MOUSE_MOVE,,,1832,26,MOVE,,,
2026-02-10T22:47:45.386,user_01,d6729064,MOUSE_MOVE,,,1832,25,MOVE,,,
2026-02-10T22:47:45.503,user_01,d6729064,MOUSE_MOVE,,,1831,25,MOVE,,,
2026-02-10T22:47:45.510,user_01,d6729064,MOUSE_MOVE,,,1829,25,MOVE,,,
2026-02-10T22:47:45.516,user_01,d6729064,MOUSE_MOVE,,,1826,25,MOVE,,,
2026-02-10T22:47:45.523,user_01,d6729064,MOUSE_MOVE,,,1822,23,MOVE,,,
2026-02-10T22:47:45.530,user_01,d6729064,MOUSE_MOVE,,,1817,22,MOVE,,,
2026-02-10T22:47:45.537,user_01,d6729064,MOUSE_MOVE,,,1813,22,MOVE,,,
2026-02-10T22:47:45.544,user_01,d6729064,MOUSE_MOVE,,,1810,22,MOVE,,,
2026-02-10T22:47:45.551,user_01,d6729064,MOUSE_MOVE,,,1808,22,MOVE,,,
2026-02-10T22:47:45.557,user_01,d6729064,MOUSE_MOVE,,,1804,21,MOVE,,,
2026-02-10T22:47:45.564,user_01,d6729064,MOUSE_MOVE,,,1803,21,MOVE,,,
2026-02-10T22:47:45.571,user_01,d6729064,MOUSE_MOVE,,,1802,21,MOVE,,,
2026-02-10T22:47:45.578,user_01,d6729064,MOUSE_MOVE,,,1801,21,MOVE,,,
2026-02-10T22:47:45.584,user_01,d6729064,MOUSE_MOVE,,,1800,21,MOVE,,,
2026-02-10T22:47:45.592,user_01,d6729064,MOUSE_MOVE,,,1800,21,MOVE,,,
2026-02-10T22:47:45.612,user_01,d6729064,MOUSE_MOVE,,,1799,21,MOVE,,,
2026-02-10T22:47:45.633,user_01,d6729064,MOUSE_MOVE,,,1798,21,MOVE,,,
2026-02-10T22:47:45.639,user_01,d6729064,MOUSE_MOVE,,,1797,21,MOVE,,,
2026-02-10T22:47:45.654,user_01,d6729064,MOUSE_MOVE,,,1795,21,MOVE,,,
2026-02-10T22:47:45.661,user_01,d6729064,MOUSE_MOVE,,,1794,21,MOVE,,,
2026-02-10T22:47:45.667,user_01,d6729064,MOUSE_MOVE,,,1793,21,MOVE,,,
2026-02-10T22:47:45.674,user_01,d6729064,MOUSE_MOVE,,,1791,21,MOVE,,,
2026-02-10T22:47:45.681,user_01,d6729064,MOUSE_MOVE,,,1791,21,MOVE,,,
2026-02-10T22:47:45.688,user_01,d6729064,MOUSE_MOVE,,,1790,21,MOVE,,,
2026-02-10T22:47:45.702,user_01,d6729064,MOUSE_MOVE,,,1789,21,MOVE,,,
2026-02-10T22:47:45.715,user_01,d6729064,MOUSE_MOVE,,,1788,21,MOVE,,,
2026-02-10T22:47:45.918,user_01,d6729064,MOUSE_CLICK,,,1788,21,LEFT_DOWN,,,
2026-02-10T22:47:46.145,user_01,d6729064,MOUSE_CLICK,,,1788,21,LEFT_UP,,,
2026-02-10T22:47:46.653,user_01,d6729064,MOUSE_MOVE,,,1791,31,MOVE,,,
2026-02-10T22:47:46.658,user_01,d6729064,MOUSE_MOVE,,,1792,38,MOVE,,,
2026-02-10T22:47:46.666,user_01,d6729064,MOUSE_MOVE,,,1793,48,MOVE,,,
2026-02-10T22:47:46.672,user_01,d6729064,MOUSE_MOVE,,,1793,55,MOVE,,,
2026-02-10T22:47:46.679,user_01,d6729064,MOUSE_MOVE,,,1794,61,MOVE,,,
2026-02-10T22:47:46.686,user_01,d6729064,MOUSE_MOVE,,,1794,67,MOVE,,,
2026-02-10T22:47:46.692,user_01,d6729064,MOUSE_MOVE,,,1794,76,MOVE,,,
2026-02-10T22:47:46.700,user_01,d6729064,MOUSE_MOVE,,,1794,82,MOVE,,,
2026-02-10T22:47:46.707,user_01,d6729064,MOUSE_MOVE,,,1793,88,MOVE,,,
2026-02-10T22:47:46.713,user_01,d6729064,MOUSE_MOVE,,,1792,96,MOVE,,,
2026-02-10T22:47:46.721,user_01,d6729064,MOUSE_MOVE,,,1791,100,MOVE,,,
2026-02-10T22:47:46.727,user_01,d6729064,MOUSE_MOVE,,,1788,104,MOVE,,,
2026-02-10T22:47:46.734,user_01,d6729064,MOUSE_MOVE,,,1786,108,MOVE,,,
2026-02-10T22:47:46.741,user_01,d6729064,MOUSE_MOVE,,,1783,113,MOVE,,,
2026-02-10T22:47:46.747,user_01,d6729064,MOUSE_MOVE,,,1779,122,MOVE,,,
2026-02-10T22:47:46.754,user_01,d6729064,MOUSE_MOVE,,,1772,128,MOVE,,,
2026-02-10T22:47:46.761,user_01,d6729064,MOUSE_MOVE,,,1765,135,MOVE,,,
2026-02-10T22:47:46.768,user_01,d6729064,MOUSE_MOVE,,,1757,142,MOVE,,,
2026-02-10T22:47:46.775,user_01,d6729064,MOUSE_MOVE,,,1748,152,MOVE,,,
2026-02-10T22:47:46.782,user_01,d6729064,MOUSE_MOVE,,,1738,161,MOVE,,,
2026-02-10T22:47:46.789,user_01,d6729064,MOUSE_MOVE,,,1724,169,MOVE,,,
2026-02-10T22:47:46.795,user_01,d6729064,MOUSE_MOVE,,,1712,176,MOVE,,,
2026-02-10T22:47:46.802,user_01,d6729064,MOUSE_MOVE,,,1699,182,MOVE,,,
2026-02-10T22:47:46.809,user_01,d6729064,MOUSE_MOVE,,,1686,188,MOVE,,,
2026-02-10T22:47:46.816,user_01,d6729064,MOUSE_MOVE,,,1669,192,MOVE,,,
2026-02-10T22:47:46.823,user_01,d6729064,MOUSE_MOVE,,,1654,199,MOVE,,,
2026-02-10T22:47:46.830,user_01,d6729064,MOUSE_MOVE,,,1637,205,MOVE,,,
2026-02-10T22:47:46.836,user_01,d6729064,MOUSE_MOVE,,,1620,209,MOVE,,,
2026-02-10T22:47:46.843,user_01,d6729064,MOUSE_MOVE,,,1603,214,MOVE,,,
2026-02-10T22:47:46.850,user_01,d6729064,MOUSE_MOVE,,,1588,220,MOVE,,,
2026-02-10T22:47:46.857,user_01,d6729064,MOUSE_MOVE,,,1573,224,MOVE,,,
2026-02-10T22:47:46.863,user_01,d6729064,MOUSE_MOVE,,,1561,230,MOVE,,,
2026-02-10T22:47:46.871,user_01,d6729064,MOUSE_MOVE,,,1549,238,MOVE,,,
2026-02-10T22:47:46.878,user_01,d6729064,MOUSE_MOVE,,,1539,243,MOVE,,,
2026-02-10T22:47:46.884,user_01,d6729064,MOUSE_MOVE,,,1531,250,MOVE,,,
2026-02-10T22:47:46.891,user_01,d6729064,MOUSE_MOVE,,,1523,257,MOVE,,,
2026-02-10T22:47:46.898,user_01,d6729064,MOUSE_MOVE,,,1518,262,MOVE,,,
2026-02-10T22:47:46.905,user_01,d6729064,MOUSE_MOVE,,,1514,266,MOVE,,,
2026-02-10T22:47:46.911,user_01,d6729064,MOUSE_MOVE,,,1513,267,MOVE,,,
2026-02-10T22:47:47.242,user_01,d6729064,MOUSE_MOVE,,,1532,258,MOVE,,,
2026-02-10T22:47:47.248,user_01,d6729064,MOUSE_MOVE,,,1559,246,MOVE,,,
2026-02-10T22:47:47.255,user_01,d6729064,MOUSE_MOVE,,,1584,232,MOVE,,,
2026-02-10T22:47:47.262,user_01,d6729064,MOUSE_MOVE,,,1605,224,MOVE,,,
2026-02-10T22:47:47.269,user_01,d6729064,MOUSE_MOVE,,,1620,219,MOVE,,,
2026-02-10T22:47:47.275,user_01,d6729064,MOUSE_MOVE,,,1637,213,MOVE,,,
2026-02-10T22:47:47.283,user_01,d6729064,MOUSE_MOVE,,,1659,203,MOVE,,,
2026-02-10T22:47:47.289,user_01,d6729064,MOUSE_MOVE,,,1681,190,MOVE,,,
2026-02-10T22:47:47.296,user_01,d6729064,MOUSE_MOVE,,,1699,180,MOVE,,,
2026-02-10T22:47:47.303,user_01,d6729064,MOUSE_MOVE,,,1720,170,MOVE,,,
2026-02-10T22:47:47.309,user_01,d6729064,MOUSE_MOVE,,,1734,157,MOVE,,,
2026-02-10T22:47:47.317,user_01,d6729064,MOUSE_MOVE,,,1751,148,MOVE,,,
2026-02-10T22:47:47.323,user_01,d6729064,MOUSE_MOVE,,,1763,137,MOVE,,,
2026-02-10T22:47:47.330,user_01,d6729064,MOUSE_MOVE,,,1775,127,MOVE,,,
2026-02-10T22:47:47.337,user_01,d6729064,MOUSE_MOVE,,,1787,119,MOVE,,,
2026-02-10T22:47:47.344,user_01,d6729064,MOUSE_MOVE,,,1796,111,MOVE,,,
2026-02-10T22:47:47.350,user_01,d6729064,MOUSE_MOVE,,,1800,105,MOVE,,,
2026-02-10T22:47:47.358,user_01,d6729064,MOUSE_MOVE,,,1805,96,MOVE,,,
2026-02-10T22:47:47.365,user_01,d6729064,MOUSE_MOVE,,,1810,90,MOVE,,,
2026-02-10T22:47:47.371,user_01,d6729064,MOUSE_MOVE,,,1814,82,MOVE,,,
2026-02-10T22:47:47.378,user_01,d6729064,MOUSE_MOVE,,,1818,73,MOVE,,,
2026-02-10T22:47:47.385,user_01,d6729064,MOUSE_MOVE,,,1821,67,MOVE,,,
2026-02-10T22:47:47.392,user_01,d6729064,MOUSE_MOVE,,,1824,59,MOVE,,,
2026-02-10T22:47:47.399,user_01,d6729064,MOUSE_MOVE,,,1826,51,MOVE,,,
2026-02-10T22:47:47.405,user_01,d6729064,MOUSE_MOVE,,,1827,47,MOVE,,,
2026-02-10T22:47:47.413,user_01,d6729064,MOUSE_MOVE,,,1828,43,MOVE,,,
2026-02-10T22:47:47.419,user_01,d6729064,MOUSE_MOVE,,,1829,40,MOVE,,,
2026-02-10T22:47:47.426,user_01,d6729064,MOUSE_MOVE,,,1829,37,MOVE,,,
2026-02-10T22:47:47.433,user_01,d6729064,MOUSE_MOVE,,,1830,35,MOVE,,,
2026-02-10T22:47:47.440,user_01,d6729064,MOUSE_MOVE,,,1830,31,MOVE,,,
2026-02-10T22:47:47.446,user_01,d6729064,MOUSE_MOVE,,,1832,29,MOVE,,,
2026-02-10T22:47:47.453,user_01,d6729064,MOUSE_MOVE,,,1832,27,MOVE,,,
2026-02-10T22:47:47.460,user_01,d6729064,MOUSE_MOVE,,,1832,26,MOVE,,,
2026-02-10T22:47:47.467,user_01,d6729064,MOUSE_MOVE,,,1832,26,MOVE,,,
2026-02-10T22:47:47.480,user_01,d6729064,MOUSE_MOVE,,,1832,25,MOVE,,,
2026-02-10T22:47:47.488,user_01,d6729064,MOUSE_MOVE,,,1832,24,MOVE,,,
2026-02-10T22:47:47.494,user_01,d6729064,MOUSE_MOVE,,,1832,23,MOVE,,,
2026-02-10T22:47:47.501,user_01,d6729064,MOUSE_MOVE,,,1833,22,MOVE,,,
2026-02-10T22:47:47.508,user_01,d6729064,MOUSE_MOVE,,,1833,22,MOVE,,,
2026-02-10T22:47:47.515,user_01,d6729064,MOUSE_MOVE,,,1834,21,MOVE,,,
2026-02-10T22:47:47.522,user_01,d6729064,MOUSE_MOVE,,,1835,20,MOVE,,,
2026-02-10T22:47:47.529,user_01,d6729064,MOUSE_MOVE,,,1836,18,MOVE,,,
2026-02-10T22:47:47.535,user_01,d6729064,MOUSE_MOVE,,,1836,18,MOVE,,,
2026-02-10T22:47:47.543,user_01,d6729064,MOUSE_MOVE,,,1837,15,MOVE,,,
2026-02-10T22:47:47.550,user_01,d6729064,MOUSE_MOVE,,,1840,13,MOVE,,,
2026-02-10T22:47:47.557,user_01,d6729064,MOUSE_MOVE,,,1842,11,MOVE,,,
2026-02-10T22:47:47.563,user_01,d6729064,MOUSE_MOVE,,,1845,10,MOVE,,,
2026-02-10T22:47:47.570,user_01,d6729064,MOUSE_MOVE,,,1847,8,MOVE,,,
2026-02-10T22:47:47.577,user_01,d6729064,MOUSE_MOVE,,,1851,7,MOVE,,,
2026-02-10T22:47:47.584,user_01,d6729064,MOUSE_MOVE,,,1853,7,MOVE,,,
2026-02-10T22:47:47.591,user_01,d6729064,MOUSE_MOVE,,,1856,6,MOVE,,,
2026-02-10T22:47:47.597,user_01,d6729064,MOUSE_MOVE,,,1858,6,MOVE,,,
2026-02-10T22:47:47.604,user_01,d6729064,MOUSE_MOVE,,,1860,5,MOVE,,,
2026-02-10T22:47:47.611,user_01,d6729064,MOUSE_MOVE,,,1862,5,MOVE,,,
2026-02-10T22:47:47.618,user_01,d6729064,MOUSE_MOVE,,,1862,5,MOVE,,,
2026-02-10T22:47:47.632,user_01,d6729064,MOUSE_MOVE,,,1863,5,MOVE,,,
2026-02-10T22:47:47.660,user_01,d6729064,MOUSE_MOVE,,,1864,5,MOVE,,,
2026-02-10T22:47:47.948,user_01,d6729064,MOUSE_CLICK,,,1864,5,LEFT_DOWN,,,
2026-02-10T22:47:48.172,user_01,d6729064,MOUSE_CLICK,,,1864,5,LEFT_UP,,,
2026-02-10T22:47:48.635,user_01,d6729064,MOUSE_MOVE,,,1838,20,MOVE,,,
2026-02-10T22:47:48.641,user_01,d6729064,MOUSE_MOVE,,,1784,48,MOVE,,,
2026-02-10T22:47:48.648,user_01,d6729064,MOUSE_MOVE,,,1703,88,MOVE,,,
2026-02-10T22:47:48.655,user_01,d6729064,MOUSE_MOVE,,,1630,125,MOVE,,,
2026-02-10T22:47:48.662,user_01,d6729064,MOUSE_MOVE,,,1559,152,MOVE,,,
2026-02-10T22:47:48.669,user_01,d6729064,MOUSE_MOVE,,,1484,180,MOVE,,,
2026-02-10T22:47:48.677,user_01,d6729064,MOUSE_MOVE,,,1409,205,MOVE,,,
2026-02-10T22:47:48.683,user_01,d6729064,MOUSE_MOVE,,,1326,234,MOVE,,,
2026-02-10T22:47:48.689,user_01,d6729064,MOUSE_MOVE,,,1252,256,MOVE,,,
2026-02-10T22:47:48.697,user_01,d6729064,MOUSE_MOVE,,,1181,280,MOVE,,,
2026-02-10T22:47:48.703,user_01,d6729064,MOUSE_MOVE,,,1110,299,MOVE,,,
2026-02-10T22:47:48.711,user_01,d6729064,MOUSE_MOVE,,,1051,312,MOVE,,,
2026-02-10T22:47:48.716,user_01,d6729064,MOUSE_MOVE,,,999,330,MOVE,,,
2026-02-10T22:47:48.724,user_01,d6729064,MOUSE_MOVE,,,958,341,MOVE,,,
2026-02-10T22:47:48.730,user_01,d6729064,MOUSE_MOVE,,,919,355,MOVE,,,
2026-02-10T22:47:48.738,user_01,d6729064,MOUSE_MOVE,,,901,359,MOVE,,,
2026-02-10T22:47:48.744,user_01,d6729064,MOUSE_MOVE,,,883,361,MOVE,,,
2026-02-10T22:47:48.751,user_01,d6729064,MOUSE_MOVE,,,870,361,MOVE,,,
2026-02-10T22:47:48.758,user_01,d6729064,MOUSE_MOVE,,,860,360,MOVE,,,
2026-02-10T22:47:48.765,user_01,d6729064,MOUSE_MOVE,,,857,358,MOVE,,,
2026-02-10T22:47:48.771,user_01,d6729064,MOUSE_MOVE,,,855,357,MOVE,,,
2026-02-10T22:47:48.778,user_01,d6729064,MOUSE_MOVE,,,855,357,MOVE,,,
2026-02-10T22:47:51.348,user_01,d6729064,MOUSE_MOVE,,,859,402,MOVE,,,
2026-02-10T22:47:51.355,user_01,d6729064,MOUSE_MOVE,,,870,497,MOVE,,,
2026-02-10T22:47:51.363,user_01,d6729064,MOUSE_MOVE,,,882,595,MOVE,,,
2026-02-10T22:47:51.369,user_01,d6729064,MOUSE_MOVE,,,899,694,MOVE,,,
2026-02-10T22:47:51.376,user_01,d6729064,MOUSE_MOVE,,,914,796,MOVE,,,
2026-02-10T22:47:51.383,user_01,d6729064,MOUSE_MOVE,,,928,887,MOVE,,,
2026-02-10T22:47:51.390,user_01,d6729064,MOUSE_MOVE,,,939,975,MOVE,,,
2026-02-10T22:47:51.396,user_01,d6729064,MOUSE_MOVE,,,948,1054,MOVE,,,
2026-02-10T22:47:51.403,user_01,d6729064,MOUSE_MOVE,,,953,1126,MOVE,,,
2026-02-10T22:47:51.410,user_01,d6729064,MOUSE_MOVE,,,953,1131,MOVE,,,
2026-02-10T22:47:51.417,user_01,d6729064,MOUSE_MOVE,,,952,1121,MOVE,,,
2026-02-10T22:47:51.424,user_01,d6729064,MOUSE_MOVE,,,946,1154,MOVE,,,
